accident_id,accident_date,state,road_type,cause,weather,light_condition,vehicle_type,severity,casualties,fatalities,speed_kmph
ACC00406,2023-09-06 09:00,Madhya Pradesh,Expressway,Distracted Driving,Rainy,Night - No Light,Car,Serious,2,1,63.0
ACC00407,2018-10-01 16:00,Rajasthan,State Highway,Poor Road Condition,Rainy,Dawn/Dusk,Car,Minor,1,0,39.9
ACC00408,2022-04-06 18:00,Tamil Nadu,Expressway,Vehicle Failure,Rainy,Daylight,Auto-Rickshaw,Serious,1,0,70.5
ACC00409,2022-06-21 19:00,Gujarat,State Highway,Wrong Side Driving,Foggy,Dawn/Dusk,Truck,Fatal,1,0,29.5
ACC00410,2020-08-03 16:00,Odisha,Urban Road,Distracted Driving,Foggy,Dawn/Dusk,Bus,Minor,1,0,37.0
ACC00411,2022-10-11 23:00,Gujarat,State Highway,Bad Weather,Hazy,Daylight,Pedestrian,Serious,4,0,18.4
ACC00412,2019-03-06 04:00,Tamil Nadu,State Highway,Vehicle Failure,Hazy,Night - Street Lit,Bus,Serious,2,1,33.3
ACC00413,2020-01-05 17:00,Maharashtra,National Highway,Signal Jumping,Rainy,Dawn/Dusk,Car,Serious,2,0,22.9
ACC00414,2021-02-10 20:00,Rajasthan,Urban Road,Vehicle Failure,Hazy,Night - Street Lit,Car,Fatal,2,0,0.7
ACC00415,2019-05-03 01:00,Odisha,Urban Road,Bad Weather,Clear,Dawn/Dusk,Auto-Rickshaw,Minor,4,1,111.9
ACC00416,2021-05-15 10:00,Madhya Pradesh,Expressway,Poor Road Condition,Hazy,Night - Street Lit,Two-Wheeler,Minor,6,3,37.2
ACC00417,2021-05-12 06:00,Maharashtra,Rural Road,Wrong Side Driving,Clear,Daylight,Auto-Rickshaw,Fatal,2,0,15.3
ACC00418,2020-12-02 00:00,Karnataka,Expressway,Wrong Side Driving,Clear,Night - No Light,Truck,Fatal,5,1,73.9
ACC00419,2018-02-07 18:00,West Bengal,National Highway,Distracted Driving,Foggy,Daylight,Car,Serious,1,1,59.1
ACC00420,2020-01-22 19:00,Tamil Nadu,Rural Road,Poor Road Condition,Rainy,Night - No Light,Truck,Serious,3,2,81.5
ACC00421,2022-05-04 10:00,Karnataka,State Highway,Drunk Driving,Foggy,Daylight,Two-Wheeler,Fatal,0,0,8.8
ACC00422,2021-07-11 20:00,Tamil Nadu,Urban Road,Bad Weather,Windy,Night - No Light,Pedestrian,Serious,2,2,95.0
ACC00423,2018-09-06 10:00,Rajasthan,National Highway,Over Speeding,Clear,Dawn/Dusk,Car,Fatal,2,1,114.9
ACC00424,2019-09-27 00:00,West Bengal,Urban Road,Vehicle Failure,Hazy,Daylight,Two-Wheeler,Minor,0,0,79.2
ACC00425,2021-09-26 06:00,Rajasthan,National Highway,Poor Road Condition,Windy,Dawn/Dusk,Truck,Minor,1,0,114.6
ACC00426,2023-03-23 23:00,Maharashtra,National Highway,Vehicle Failure,Foggy,Dawn/Dusk,Auto-Rickshaw,Serious,0,0,22.0
ACC00427,2023-10-08 15:00,Gujarat,National Highway,Signal Jumping,Windy,Night - No Light,Two-Wheeler,Fatal,2,1,78.0
ACC00428,2021-01-20 10:00,Tamil Nadu,State Highway,Bad Weather,Clear,Night - Street Lit,Auto-Rickshaw,Fatal,2,1,99.7
ACC00429,2021-08-10 03:00,Gujarat,Expressway,Vehicle Failure,Rainy,Daylight,Auto-Rickshaw,Minor,2,0,117.6
ACC00430,2019-12-11 11:00,Uttar Pradesh,Expressway,Signal Jumping,Clear,Night - No Light,Bus,Minor,4,1,4.5
ACC00431,2021-10-25 23:00,West Bengal,Rural Road,Poor Road Condition,Windy,Dawn/Dusk,Auto-Rickshaw,Fatal,2,1,103.6
ACC00432,2022-05-09 20:00,Tamil Nadu,National Highway,Bad Weather,Windy,Dawn/Dusk,Bus,Serious,3,1,10.3
ACC00433,2020-08-26 08:00,Tamil Nadu,Urban Road,Poor Road Condition,Rainy,Daylight,Truck,Fatal,2,0,107.0
ACC00434,2021-02-05 12:00,Odisha,Urban Road,Vehicle Failure,Rainy,Night - Street Lit,Two-Wheeler,Fatal,2,0,95.4
ACC00435,2021-01-15 09:00,Gujarat,Urban Road,Wrong Side Driving,Hazy,Daylight,Truck,Fatal,0,0,7.9
ACC00436,2023-08-14 05:00,Uttar Pradesh,State Highway,Bad Weather,Rainy,Night - No Light,Truck,Fatal,3,0,119.1
ACC00437,2023-06-25 08:00,Maharashtra,Rural Road,Vehicle Failure,Foggy,Night - Street Lit,Bus,Serious,2,1,80.0
ACC00438,2018-01-05 08:00,Tamil Nadu,Urban Road,Bad Weather,Rainy,Night - No Light,Bus,Minor,2,0,10.5
ACC00439,2020-12-04 19:00,Bihar,State Highway,Signal Jumping,Clear,Night - Street Lit,Auto-Rickshaw,Serious,2,0,54.6
ACC00440,2023-02-19 08:00,Odisha,State Highway,Vehicle Failure,Hazy,Night - No Light,Two-Wheeler,Fatal,2,0,77.8
ACC00441,2023-11-27 08:00,West Bengal,Urban Road,Wrong Side Driving,Hazy,Daylight,Truck,Serious,1,1,89.3
ACC00442,2021-07-01 18:00,Maharashtra,State Highway,Signal Jumping,Windy,Dawn/Dusk,Two-Wheeler,Minor,7,3,22.3
ACC00443,2019-11-25 10:00,Rajasthan,Rural Road,Bad Weather,Windy,Night - Street Lit,Auto-Rickshaw,Serious,1,0,93.0
ACC00444,2018-05-27 17:00,West Bengal,Expressway,Distracted Driving,Hazy,Daylight,Pedestrian,Minor,3,0,8.2
ACC00445,2023-12-02 09:00,Karnataka,Rural Road,Poor Road Condition,Foggy,Daylight,Bus,Serious,0,0,11.7
ACC00446,2019-12-16 08:00,Maharashtra,National Highway,Signal Jumping,Windy,Night - No Light,Pedestrian,Serious,1,0,28.8
ACC00447,2018-11-02 14:00,Madhya Pradesh,Urban Road,Poor Road Condition,Rainy,Dawn/Dusk,Truck,Serious,2,0,27.4
ACC00448,2023-09-27 01:00,Karnataka,Expressway,Over Speeding,Clear,Night - Street Lit,Bus,Minor,4,0,105.3
ACC00449,2023-11-05 13:00,Odisha,Rural Road,Distracted Driving,Windy,Dawn/Dusk,Bus,Minor,2,2,4.0
ACC00450,2018-09-23 21:00,Rajasthan,Urban Road,Bad Weather,Rainy,Daylight,Car,Fatal,3,1,13.7
ACC00451,2023-01-22 18:00,Odisha,National Highway,Vehicle Failure,Rainy,Night - Street Lit,Bus,Serious,1,0,10.3
ACC00452,2018-01-12 03:00,Rajasthan,National Highway,Over Speeding,Hazy,Night - Street Lit,Truck,Serious,3,0,84.0
ACC00453,2021-10-20 05:00,Odisha,Rural Road,Poor Road Condition,Clear,Night - Street Lit,Pedestrian,Fatal,3,1,90.5
ACC00454,2023-07-26 06:00,Madhya Pradesh,Rural Road,Signal Jumping,Foggy,Night - No Light,Auto-Rickshaw,Fatal,2,0,110.6
ACC00455,2022-04-23 09:00,Maharashtra,Expressway,Poor Road Condition,Hazy,Dawn/Dusk,Pedestrian,Minor,0,0,74.7
ACC00456,2019-07-03 01:00,Karnataka,Expressway,Wrong Side Driving,Rainy,Daylight,Two-Wheeler,Minor,1,0,107.9
ACC00457,2020-11-05 21:00,Bihar,Rural Road,Over Speeding,Rainy,Night - Street Lit,Two-Wheeler,Fatal,1,0,78.6
ACC00458,2023-09-19 17:00,Madhya Pradesh,Urban Road,Drunk Driving,Foggy,Night - Street Lit,Bus,Serious,1,1,56.3
ACC00459,2021-05-01 12:00,Uttar Pradesh,Urban Road,Drunk Driving,Hazy,Daylight,Bus,Minor,2,0,114.2
ACC00460,2019-08-23 15:00,Rajasthan,National Highway,Drunk Driving,Rainy,Daylight,Auto-Rickshaw,Serious,3,1,73.9
ACC00461,2021-11-09 15:00,Bihar,Urban Road,Distracted Driving,Clear,Night - Street Lit,Truck,Minor,2,1,113.7
ACC00462,2022-12-04 19:00,Uttar Pradesh,Expressway,Signal Jumping,Rainy,Dawn/Dusk,Truck,Serious,2,0,18.9
ACC00463,2021-07-12 16:00,Gujarat,Expressway,Signal Jumping,Clear,Dawn/Dusk,Bus,Serious,3,1,50.9
ACC00464,2018-02-20 12:00,Maharashtra,National Highway,Bad Weather,Hazy,Daylight,Car,Minor,1,0,1.2
ACC00465,2021-07-03 06:00,Maharashtra,Expressway,Signal Jumping,Hazy,Night - No Light,Two-Wheeler,Minor,0,0,98.5
ACC00466,2020-01-15 02:00,Rajasthan,Rural Road,Over Speeding,Foggy,Night - No Light,Two-Wheeler,Fatal,4,0,65.6
ACC00467,2018-04-10 22:00,Tamil Nadu,State Highway,Signal Jumping,Clear,Daylight,Bus,Serious,1,0,1.1
ACC00468,2019-11-28 01:00,Odisha,Rural Road,Vehicle Failure,Clear,Night - Street Lit,Bus,Serious,5,3,111.6
ACC00469,2022-02-25 11:00,Rajasthan,Urban Road,Wrong Side Driving,Clear,Dawn/Dusk,Truck,Fatal,2,1,38.4
ACC00470,2021-07-26 21:00,Tamil Nadu,Rural Road,Distracted Driving,Clear,Daylight,Pedestrian,Serious,0,0,22.8
ACC00471,2023-06-03 08:00,Uttar Pradesh,State Highway,Drunk Driving,Rainy,Night - Street Lit,Bus,Serious,3,1,10.6
ACC00472,2019-11-03 19:00,Gujarat,State Highway,Over Speeding,Foggy,Night - Street Lit,Bus,Fatal,3,0,20.1
ACC00473,2021-08-22 00:00,Madhya Pradesh,Urban Road,Signal Jumping,Windy,Night - No Light,Car,Serious,3,0,80.8
ACC00474,2019-07-23 09:00,Madhya Pradesh,Rural Road,Wrong Side Driving,Hazy,Daylight,Pedestrian,Minor,2,1,66.7
ACC00475,2020-09-03 22:00,Tamil Nadu,State Highway,Over Speeding,Hazy,Night - No Light,Auto-Rickshaw,Serious,5,3,73.5
ACC00476,2023-03-19 18:00,Rajasthan,Rural Road,Vehicle Failure,Rainy,Daylight,Two-Wheeler,Fatal,4,0,107.5
ACC00477,2018-09-07 03:00,Madhya Pradesh,National Highway,Vehicle Failure,Foggy,Daylight,Bus,Serious,2,0,55.0
ACC00478,2020-03-02 21:00,Tamil Nadu,Urban Road,Poor Road Condition,Foggy,Dawn/Dusk,Car,Minor,2,0,98.7
ACC00479,2019-01-15 04:00,Uttar Pradesh,State Highway,Wrong Side Driving,Rainy,Dawn/Dusk,Bus,Serious,5,2,90.7
ACC00480,2022-08-17 23:00,Maharashtra,State Highway,Distracted Driving,Foggy,Night - No Light,Truck,Serious,3,2,58.5
ACC00481,2019-01-26 17:00,Tamil Nadu,National Highway,Bad Weather,Windy,Night - No Light,Truck,Serious,1,1,28.1
ACC00482,2023-11-09 05:00,Odisha,National Highway,Poor Road Condition,Rainy,Night - No Light,Auto-Rickshaw,Fatal,5,2,60.2
ACC00483,2021-04-23 10:00,Uttar Pradesh,Expressway,Drunk Driving,Windy,Night - No Light,Two-Wheeler,Fatal,2,0,96.7
ACC00484,2023-03-13 13:00,Gujarat,Urban Road,Distracted Driving,Rainy,Night - Street Lit,Car,Minor,3,1,40.2
ACC00485,2023-03-26 15:00,Maharashtra,State Highway,Signal Jumping,Clear,Night - Street Lit,Two-Wheeler,Serious,2,1,116.5
ACC00486,2019-05-05 22:00,West Bengal,National Highway,Signal Jumping,Foggy,Night - Street Lit,Bus,Fatal,1,1,35.4
ACC00487,2018-09-05 18:00,Rajasthan,Rural Road,Poor Road Condition,Foggy,Night - Street Lit,Auto-Rickshaw,Serious,2,2,0.4
ACC00488,2023-01-08 15:00,West Bengal,Expressway,Over Speeding,Windy,Night - No Light,Pedestrian,Minor,1,1,80.1
ACC00489,2021-05-28 09:00,Bihar,Urban Road,Poor Road Condition,Windy,Dawn/Dusk,Car,Minor,2,2,35.4
ACC00490,2022-07-04 00:00,Gujarat,State Highway,Bad Weather,Windy,Daylight,Bus,Minor,4,1,70.7
ACC00491,2022-02-09 10:00,Bihar,National Highway,Drunk Driving,Foggy,Night - No Light,Auto-Rickshaw,Serious,2,0,97.1
ACC00492,2023-08-24 21:00,Bihar,State Highway,Drunk Driving,Windy,Night - No Light,Pedestrian,Minor,2,1,11.1
ACC00493,2020-02-04 23:00,Gujarat,Rural Road,Signal Jumping,Foggy,Night - No Light,Truck,Minor,3,0,7.2
ACC00494,2020-10-09 20:00,Gujarat,State Highway,Vehicle Failure,Clear,Night - No Light,Two-Wheeler,Minor,4,1,99.9
ACC00495,2019-03-24 17:00,Tamil Nadu,Urban Road,Distracted Driving,Rainy,Night - Street Lit,Bus,Minor,2,2,48.9
ACC00496,2019-07-25 01:00,Bihar,National Highway,Distracted Driving,Clear,Daylight,Car,Minor,0,0,11.0
ACC00497,2022-02-02 12:00,Gujarat,Urban Road,Bad Weather,Rainy,Dawn/Dusk,Auto-Rickshaw,Serious,2,0,33.6
ACC00498,2022-01-17 02:00,Maharashtra,National Highway,Wrong Side Driving,Rainy,Dawn/Dusk,Pedestrian,Minor,0,0,95.7
ACC00499,2021-06-25 03:00,West Bengal,State Highway,Bad Weather,Hazy,Night - No Light,Auto-Rickshaw,Serious,3,1,16.4
ACC00500,2018-02-08 08:00,Odisha,National Highway,Over Speeding,Hazy,Dawn/Dusk,Two-Wheeler,Serious,2,1,67.7
ACC00501,2020-04-20 16:00,Rajasthan,Expressway,Wrong Side Driving,Clear,Night - Street Lit,Auto-Rickshaw,Minor,6,3,23.3
ACC00502,2018-05-24 14:00,Karnataka,Rural Road,Wrong Side Driving,Clear,Dawn/Dusk,Pedestrian,Minor,0,0,71.9
ACC00503,2018-06-17 18:00,Gujarat,Rural Road,Drunk Driving,Hazy,Daylight,Truck,Serious,0,0,48.5
ACC00504,2018-06-15 17:00,Odisha,Urban Road,Wrong Side Driving,Foggy,Night - Street Lit,Bus,Fatal,2,0,94.0
ACC00505,2021-01-05 16:00,Uttar Pradesh,Rural Road,Signal Jumping,Hazy,Night - Street Lit,Car,Serious,1,1,87.2
ACC00506,2022-10-15 11:00,Bihar,Urban Road,Signal Jumping,Rainy,Night - No Light,Auto-Rickshaw,Minor,4,2,37.2
ACC00507,2018-01-03 23:00,Maharashtra,Urban Road,Poor Road Condition,Foggy,Dawn/Dusk,Auto-Rickshaw,Minor,3,0,112.4
ACC00508,2021-08-26 03:00,Uttar Pradesh,Urban Road,Signal Jumping,Rainy,Dawn/Dusk,Pedestrian,Serious,0,0,36.4
ACC00509,2019-01-09 04:00,Odisha,Rural Road,Distracted Driving,Foggy,Night - Street Lit,Car,Serious,4,3,67.6
ACC00510,2019-01-13 17:00,West Bengal,Rural Road,Distracted Driving,Clear,Daylight,Car,Serious,4,1,8.0
ACC00511,2020-06-02 05:00,Uttar Pradesh,Urban Road,Signal Jumping,Windy,Night - No Light,Truck,Serious,4,2,60.8
ACC00512,2021-01-19 17:00,Madhya Pradesh,Expressway,Wrong Side Driving,Rainy,Night - Street Lit,Auto-Rickshaw,Fatal,4,1,47.7
ACC00513,2021-01-04 08:00,Maharashtra,State Highway,Bad Weather,Clear,Dawn/Dusk,Car,Minor,2,1,65.8
ACC00514,2019-01-21 20:00,Odisha,Rural Road,Drunk Driving,Hazy,Dawn/Dusk,Bus,Minor,0,0,90.8
ACC00515,2019-05-17 02:00,Uttar Pradesh,State Highway,Over Speeding,Rainy,Daylight,Two-Wheeler,Fatal,0,0,1.1
ACC00516,2018-01-06 21:00,Uttar Pradesh,State Highway,Distracted Driving,Hazy,Daylight,Car,Serious,1,0,36.7
ACC00517,2022-11-01 20:00,Odisha,Rural Road,Signal Jumping,Windy,Night - No Light,Pedestrian,Minor,3,0,75.5
ACC00518,2021-01-03 11:00,Karnataka,Rural Road,Over Speeding,Rainy,Night - Street Lit,Bus,Fatal,1,0,85.5
ACC00519,2022-03-14 00:00,Odisha,Urban Road,Drunk Driving,Hazy,Dawn/Dusk,Car,Fatal,4,2,17.6
ACC00520,2018-03-11 09:00,Karnataka,Urban Road,Signal Jumping,Foggy,Night - No Light,Truck,Fatal,2,1,9.7
ACC00521,2018-11-23 06:00,Rajasthan,Expressway,Over Speeding,Rainy,Night - Street Lit,Pedestrian,Minor,0,0,30.2
ACC00522,2021-11-16 22:00,Gujarat,Urban Road,Over Speeding,Rainy,Night - Street Lit,Pedestrian,Serious,1,0,117.0
ACC00523,2021-11-21 23:00,Gujarat,Urban Road,Vehicle Failure,Rainy,Night - Street Lit,Pedestrian,Serious,2,0,94.3
ACC00524,2022-03-09 11:00,Rajasthan,Expressway,Drunk Driving,Windy,Night - No Light,Car,Serious,4,1,33.8
ACC00525,2022-06-10 08:00,Madhya Pradesh,Urban Road,Over Speeding,Rainy,Night - Street Lit,Bus,Minor,2,0,72.1
ACC00526,2021-05-05 03:00,Madhya Pradesh,Urban Road,Over Speeding,Clear,Dawn/Dusk,Car,Serious,0,0,78.2
ACC00527,2018-08-07 21:00,Madhya Pradesh,Urban Road,Wrong Side Driving,Foggy,Night - Street Lit,Car,Serious,3,1,4.2
ACC00528,2020-10-21 00:00,Maharashtra,National Highway,Vehicle Failure,Foggy,Dawn/Dusk,Pedestrian,Fatal,3,1,32.3
ACC00529,2022-09-26 02:00,Madhya Pradesh,Rural Road,Drunk Driving,Hazy,Daylight,Car,Fatal,3,1,98.7
ACC00530,2018-11-03 03:00,Madhya Pradesh,Expressway,Over Speeding,Foggy,Night - Street Lit,Auto-Rickshaw,Serious,1,1,35.7
ACC00531,2019-07-04 16:00,Uttar Pradesh,National Highway,Drunk Driving,Windy,Night - No Light,Two-Wheeler,Serious,3,2,25.4
ACC00532,2021-04-11 18:00,Uttar Pradesh,State Highway,Vehicle Failure,Foggy,Night - No Light,Auto-Rickshaw,Minor,4,1,37.2
ACC00533,2023-12-01 06:00,Gujarat,State Highway,Signal Jumping,Rainy,Night - No Light,Truck,Serious,4,1,113.4
ACC00534,2021-03-01 11:00,West Bengal,Expressway,Distracted Driving,Hazy,Dawn/Dusk,Two-Wheeler,Fatal,0,0,65.2
ACC00535,2018-04-12 14:00,West Bengal,Expressway,Poor Road Condition,Foggy,Night - Street Lit,Two-Wheeler,Fatal,2,0,95.5
ACC00536,2021-09-23 10:00,Tamil Nadu,State Highway,Bad Weather,Rainy,Night - Street Lit,Truck,Serious,1,0,99.0
ACC00537,2020-01-23 12:00,Karnataka,Rural Road,Over Speeding,Windy,Night - Street Lit,Bus,Minor,0,0,40.1
ACC00538,2022-07-14 13:00,Karnataka,Urban Road,Bad Weather,Clear,Night - Street Lit,Two-Wheeler,Minor,0,0,77.3
ACC00539,2023-02-09 14:00,Madhya Pradesh,National Highway,Over Speeding,Windy,Dawn/Dusk,Bus,Serious,2,0,76.0
ACC00540,2021-07-27 01:00,Odisha,Expressway,Poor Road Condition,Rainy,Daylight,Truck,Serious,6,3,59.6
ACC00541,2019-02-05 03:00,West Bengal,National Highway,Bad Weather,Windy,Night - No Light,Car,Minor,2,0,97.5
ACC00542,2020-11-27 10:00,Bihar,Expressway,Signal Jumping,Hazy,Night - No Light,Truck,Fatal,1,0,55.7
ACC00543,2020-09-17 08:00,Karnataka,Expressway,Bad Weather,Windy,Night - No Light,Truck,Serious,3,3,68.0
ACC00544,2023-08-10 10:00,Gujarat,National Highway,Drunk Driving,Windy,Daylight,Two-Wheeler,Serious,0,0,100.7
ACC00545,2021-01-24 09:00,Odisha,National Highway,Distracted Driving,Hazy,Night - No Light,Pedestrian,Minor,3,1,79.1
ACC00546,2019-09-24 02:00,Madhya Pradesh,National Highway,Vehicle Failure,Hazy,Dawn/Dusk,Auto-Rickshaw,Serious,5,2,90.5
ACC00547,2021-10-17 08:00,Tamil Nadu,State Highway,Over Speeding,Foggy,Night - No Light,Truck,Serious,3,1,72.0
ACC00548,2022-04-24 06:00,West Bengal,Rural Road,Over Speeding,Windy,Dawn/Dusk,Auto-Rickshaw,Minor,3,0,14.2
ACC00549,2019-09-14 02:00,West Bengal,Expressway,Wrong Side Driving,Hazy,Dawn/Dusk,Truck,Serious,1,1,78.4
ACC00550,2021-02-05 05:00,Maharashtra,Rural Road,Poor Road Condition,Foggy,Dawn/Dusk,Bus,Minor,5,2,41.1
ACC00551,2022-02-08 08:00,Gujarat,Rural Road,Distracted Driving,Hazy,Daylight,Pedestrian,Fatal,0,0,68.1
ACC00552,2023-05-11 18:00,Tamil Nadu,State Highway,Signal Jumping,Rainy,Dawn/Dusk,Bus,Fatal,0,0,62.6
ACC00553,2021-07-19 20:00,Odisha,Urban Road,Drunk Driving,Rainy,Dawn/Dusk,Pedestrian,Fatal,2,1,73.3
ACC00554,2021-02-02 04:00,Maharashtra,Expressway,Over Speeding,Windy,Night - Street Lit,Bus,Minor,2,0,53.9
ACC00555,2021-07-23 10:00,Rajasthan,Expressway,Bad Weather,Foggy,Night - No Light,Auto-Rickshaw,Serious,3,3,95.2
ACC00556,2018-04-21 12:00,West Bengal,Urban Road,Distracted Driving,Foggy,Dawn/Dusk,Two-Wheeler,Minor,6,3,49.8
ACC00557,2020-04-09 08:00,Rajasthan,Expressway,Poor Road Condition,Foggy,Night - Street Lit,Two-Wheeler,Minor,3,0,74.8
ACC00558,2018-06-23 03:00,Karnataka,Urban Road,Over Speeding,Rainy,Night - Street Lit,Bus,Minor,4,1,30.2
ACC00559,2023-09-16 01:00,Madhya Pradesh,Expressway,Over Speeding,Hazy,Daylight,Auto-Rickshaw,Minor,1,0,75.3
ACC00560,2022-01-14 06:00,Maharashtra,State Highway,Vehicle Failure,Clear,Night - Street Lit,Car,Serious,3,0,35.1
ACC00561,2023-04-11 21:00,Gujarat,State Highway,Over Speeding,Foggy,Night - Street Lit,Bus,Fatal,0,0,78.2
ACC00562,2022-08-12 12:00,Tamil Nadu,Urban Road,Drunk Driving,Rainy,Dawn/Dusk,Pedestrian,Fatal,4,2,114.5
ACC00563,2018-06-28 22:00,Uttar Pradesh,National Highway,Signal Jumping,Foggy,Night - No Light,Bus,Fatal,0,0,12.7
ACC00564,2022-02-17 18:00,Bihar,Rural Road,Wrong Side Driving,Rainy,Dawn/Dusk,Bus,Serious,1,1,37.6
ACC00565,2021-11-10 08:00,Bihar,Rural Road,Signal Jumping,Foggy,Daylight,Auto-Rickshaw,Minor,0,0,78.6
ACC00566,2023-09-01 22:00,Rajasthan,Rural Road,Wrong Side Driving,Clear,Night - Street Lit,Pedestrian,Fatal,3,1,42.8
ACC00567,2019-04-03 04:00,Rajasthan,Expressway,Signal Jumping,Rainy,Dawn/Dusk,Auto-Rickshaw,Fatal,3,0,22.8
ACC00568,2023-01-09 07:00,Gujarat,Urban Road,Vehicle Failure,Rainy,Daylight,Truck,Fatal,5,3,2.0
ACC00569,2023-02-06 00:00,Bihar,Urban Road,Drunk Driving,Foggy,Night - No Light,Auto-Rickshaw,Serious,2,1,110.7
ACC00570,2019-03-15 15:00,Bihar,Urban Road,Signal Jumping,Rainy,Dawn/Dusk,Auto-Rickshaw,Fatal,2,0,26.7
ACC00571,2018-08-28 14:00,West Bengal,National Highway,Over Speeding,Foggy,Night - No Light,Pedestrian,Fatal,2,0,95.9
ACC00572,2023-12-12 15:00,Gujarat,Urban Road,Wrong Side Driving,Rainy,Night - No Light,Pedestrian,Serious,2,0,93.3
ACC00573,2023-08-13 01:00,West Bengal,Expressway,Drunk Driving,Hazy,Night - No Light,Pedestrian,Minor,3,1,87.5
ACC00574,2022-02-11 14:00,Rajasthan,Expressway,Distracted Driving,Hazy,Dawn/Dusk,Two-Wheeler,Fatal,1,0,22.2
ACC00575,2021-10-15 16:00,Madhya Pradesh,Expressway,Over Speeding,Rainy,Dawn/Dusk,Car,Serious,1,0,2.5
ACC00576,2022-12-21 20:00,Karnataka,Urban Road,Drunk Driving,Windy,Daylight,Auto-Rickshaw,Fatal,4,3,114.6
ACC00577,2023-09-17 08:00,West Bengal,Urban Road,Wrong Side Driving,Windy,Daylight,Two-Wheeler,Fatal,2,0,43.7
ACC00578,2020-12-04 02:00,Odisha,Urban Road,Over Speeding,Rainy,Daylight,Auto-Rickshaw,Fatal,0,0,39.5
ACC00579,2020-10-03 04:00,West Bengal,Rural Road,Vehicle Failure,Hazy,Dawn/Dusk,Car,Fatal,1,0,66.8
ACC00580,2023-12-06 00:00,West Bengal,Urban Road,Distracted Driving,Windy,Daylight,Car,Minor,1,0,43.6
ACC00581,2018-08-06 07:00,Gujarat,Expressway,Vehicle Failure,Windy,Daylight,Auto-Rickshaw,Serious,2,1,109.2
ACC00582,2023-07-22 01:00,Gujarat,Rural Road,Over Speeding,Clear,Daylight,Bus,Minor,4,2,103.5
ACC00583,2020-05-06 11:00,Tamil Nadu,Rural Road,Distracted Driving,Rainy,Night - Street Lit,Bus,Serious,2,0,26.3
ACC00584,2023-08-21 00:00,West Bengal,Expressway,Distracted Driving,Hazy,Daylight,Truck,Minor,1,1,74.0
ACC00585,2020-03-27 17:00,Karnataka,Expressway,Drunk Driving,Rainy,Dawn/Dusk,Two-Wheeler,Minor,3,1,31.6
ACC00586,2021-09-28 18:00,Uttar Pradesh,Rural Road,Drunk Driving,Windy,Night - Street Lit,Bus,Fatal,1,0,18.5
ACC00587,2020-09-28 19:00,West Bengal,National Highway,Signal Jumping,Windy,Dawn/Dusk,Two-Wheeler,Minor,3,0,29.1
ACC00588,2020-09-26 18:00,Maharashtra,Rural Road,Bad Weather,Clear,Night - No Light,Car,Serious,3,0,25.9
ACC00589,2023-08-06 04:00,Rajasthan,National Highway,Distracted Driving,Foggy,Night - No Light,Auto-Rickshaw,Minor,3,0,84.9
ACC00590,2022-05-13 04:00,Odisha,National Highway,Over Speeding,Hazy,Dawn/Dusk,Pedestrian,Fatal,1,1,11.5
ACC00591,2023-06-18 00:00,Karnataka,Expressway,Signal Jumping,Clear,Night - No Light,Car,Serious,0,0,58.8
ACC00592,2018-05-04 23:00,Maharashtra,Expressway,Wrong Side Driving,Rainy,Daylight,Pedestrian,Fatal,1,1,3.2
ACC00593,2023-12-08 15:00,West Bengal,State Highway,Vehicle Failure,Windy,Night - Street Lit,Bus,Minor,0,0,33.3
ACC00594,2023-03-28 03:00,Odisha,Urban Road,Distracted Driving,Hazy,Night - Street Lit,Auto-Rickshaw,Minor,4,2,62.9
ACC00595,2020-01-20 19:00,Rajasthan,Expressway,Drunk Driving,Rainy,Night - No Light,Car,Minor,0,0,3.0
ACC00596,2018-10-26 06:00,Madhya Pradesh,National Highway,Vehicle Failure,Foggy,Dawn/Dusk,Truck,Fatal,4,1,5.5
ACC00597,2023-09-13 22:00,Rajasthan,National Highway,Wrong Side Driving,Windy,Daylight,Car,Minor,1,0,51.9
ACC00598,2018-06-28 04:00,Bihar,Rural Road,Signal Jumping,Windy,Night - Street Lit,Bus,Serious,4,3,21.2
ACC00599,2018-10-22 15:00,Uttar Pradesh,Rural Road,Vehicle Failure,Clear,Night - No Light,Car,Serious,3,1,111.5
ACC00600,2018-11-05 16:00,Karnataka,State Highway,Wrong Side Driving,Hazy,Daylight,Car,Minor,2,1,82.2
ACC00601,2018-03-26 01:00,Rajasthan,Urban Road,Signal Jumping,Foggy,Night - No Light,Auto-Rickshaw,Fatal,0,0,91.7
ACC00602,2018-11-20 16:00,Tamil Nadu,Urban Road,Drunk Driving,Hazy,Dawn/Dusk,Auto-Rickshaw,Serious,6,2,29.6
ACC00603,2020-11-04 03:00,Odisha,Rural Road,Over Speeding,Rainy,Night - Street Lit,Bus,Minor,1,0,103.5
ACC00604,2020-06-12 20:00,Gujarat,State Highway,Wrong Side Driving,Rainy,Dawn/Dusk,Auto-Rickshaw,Serious,0,0,102.2
ACC00605,2019-09-27 12:00,Uttar Pradesh,Expressway,Drunk Driving,Foggy,Night - No Light,Truck,Fatal,2,2,104.1
ACC00606,2019-11-14 13:00,Uttar Pradesh,Urban Road,Over Speeding,Hazy,Night - No Light,Truck,Fatal,3,0,79.5
ACC00607,2022-12-15 02:00,Uttar Pradesh,Rural Road,Signal Jumping,Windy,Night - No Light,Auto-Rickshaw,Fatal,2,1,39.9
